Company,Job Title,Required Skills,Experience,Qualification
Matrix Corporate Management Services Pvt. Ltd.,Full Stack Developer,"['java', 'Node.Js', 'React.Js', 'core java']",8-12 Yrs,"['B.Tech/B.E. in Computers', 'MCA in Computers']"
Almamate infotech Pvt. Ltd.,Executive/ Sr. Executive Talent Acquisition /IT Recruiter (IT Company),"['IT Recruiter', 'Recruitment Recruiter', 'Technical Recruiter', 'Technical Recruitment', 'Talent Acquisition']",2-5 Yrs,"['Any Graduate, Graduation Not Required', 'Post Graduation Not Required, Any Postgraduate']"
SKILLLABS RESOURCE SERVICES Pvt Ltd,Branch Manager For a leading Bank,"['Branch Management', 'Banking', 'branch manager', 'Current Account']",8-13 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
SKILLLABS RESOURCE SERVICES Pvt Ltd,Branch Manager For a leading Bank,"['Branch Management', 'Banking', 'branch manager', 'Current Account']",8-13 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Techouts Solutions India Private Limited  ,Next.JS and CMS,"['CMS', 'Nextjs', 'communication', 'ReactJS', 'Node js', 'analytical', 'HTML', 'pre']",2-6 Yrs,['Any Graduate']
Umano Consulting Pvt. Ltd.  ,PHP Developer,"['CSS', 'HTML', 'Javascript', 'PHP', 'Zend Framework', 'communication', 'JQuery', 'OOJS']",2-5 Yrs,['B.Tech/B.E. in Any Specialization']
Million Minds Management Services Limited ,Sales Manager,"['corrugated boxes', 'Packaging', 'B2B Sales', 'direct sales', 'Product Sales', 'Corporate Sales']",4-7 Yrs,['Any Graduate']
BCT Consulting Private Limited  ,Jasper report developer - Pune - Immediate joiners preferred,"['jasper report', 'Java', 'JSP', 'Jasper', 'Jasper Reports', 'J2EE', 'Javascript', 'SQL']",7-12 Yrs,['Any Graduate']
BCT Consulting Private Limited  ,SAP CRM Consultant - Bangalore - Immediate joiners preferred,"['SAP CRM', 'CRM Sales', 'Web UI', 'Organization management', 'Middleware', 'ECC', 'CRM Functional']",3-7 Yrs,['Any Graduate']
Vision Beyond Resources India Private Limited    ,.Net Tech Lead,"['Fullstack Development', '.net', 'Node.Js', 'Mobile Application Development', 'IT Skills', 'Software Development', 'Testing', 'Azure']",7-12 Yrs,['B.Tech/B.E. in Any Specialization']
Xangars Solutions Private Limited     ,Plsql Developer,"['oracle', 'PLSQL']",3-8 Yrs,['B.Tech/B.E. in Any Specialization']
Talent  Corner HR Services Pvt Ltd,Aggregator Sales-Urgent at Mumbai,"['Quality', 'Relationship Management', 'Food Aggregator', 'New product Development', 'quality compliance', 'Digital Sales']",5-6 Yrs,['MBA/PGDM in Marketing']
Xangars Solutions Private Limited     ,Java Developer,"['rdbms', 'postgresql', 'oracle sql', 'microservices', 'java', 'Spring']",3-8 Yrs,['B.Tech/B.E. in Any Specialization']
Cerentral Consultants Pvt Ltd,Sr Executive,['marketing'],4-5 Yrs,"['Any Graduate', 'MBA/PGDM in Marketing']"
Executive Search,Digital Manager,"['Execution', 'Design Development', 'Project Management', 'Social Media', 'Digital Marketing', 'Campaigns', 'Requirement Analysis']",3-7 Yrs,"['B.Tech/B.E. in Computers', 'MCA in Computers']"
Zodiac  HR Consultants (I) Pvt Ltd.,Quality Control- Mumbai- Avestha,['Quality Control'],4-9 Yrs,"['Graduation Not Required, Any Graduate', 'Post Graduation Not Required, Any Postgraduate']"
BCT Consulting Private Limited  ,SAP Native HANA XS Consultant-Bangalore-Immediate joiners preferred,"['SAP XS', 'Node js', 'XML', 'JavaScript', 'CSS', 'HTML5', 'Git', 'SAP Native HANA']",5-10 Yrs,['Any Graduate']
OASIS  ,Assistant Manager - Accounts & Admin  ( Kolkata ),"['statutory compliance', 'labour laws', 'accounting', 'account management', 'payroll', 'administration', 'petty cash', 'IR']",3-6 Yrs,['Any Graduate']
KONNECT HR EXECUTIVE SEARCH FIRM,Manager Accounts ( CA) at Aurangabad,"['Statutory Audit', 'Tally', 'Accounting', 'Manager Account', 'Account Management', 'Manufacturing Account', 'Ca', 'Auditing']",2-5 Yrs,"['Any Graduate', 'Post Graduation Not Required, CA in CA, Any Postgraduate']"
KONNECT HR EXECUTIVE SEARCH FIRM,Production In charge at Pune,"['nutrition', 'Six sigma TPM', 'Food Technology', 'liquid fill machines', 'Pharma production incharge', 'Food production incharge', 'Nutrition production incharge', 'Food Production']",4-6 Yrs,"['B.Tech/B.E. in Mechanical', 'M.Tech in Any Specialization, MS/M.Sc(Science) in Food Technology']"
Corner Tree Consulting Private Limited,Accounts Assistant,"['Accounting System', 'Finance', 'Book Keeping', 'Commerce', 'Accounts Receivable', 'Interpersonal Skills']",3-5 Yrs,"['Any Graduate, B.Com in Commerce', 'Post Graduation Not Required']"
Corner Tree Consulting Private Limited,SALES MANAGER,['Sales Management'],3-6 Yrs,"['Any Graduate', 'MS/M.Sc(Science) in Organic Chemistry']"
SKILLVENTORY,DGM - Human Resources (HR CoE),"['Employment Engagement', 'HR Analytics']",10-15 Yrs,['MBA/PGDM in Any Specialization']
PAN India Recruiters ,Deputy Manager R&D ( Enamel )@ Paint & Adhesive Mfg. MNC,"['5s system', 'development testing', 'Technical Support', 'Cost Reduction', 'Alternate Sourcing']",4-8 Yrs,"['B.Tech/B.E. in Any Specialization', 'M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
BCT Consulting Private Limited  ,SAP PO Consultant - Hyderabad - Immediate joiners preferred,"['SAP PO', 'Sap Process Orchestration', 'IT Skills', 'SAP', 'SAP PI/PO', 'EDI development']",7-12 Yrs,['Any Graduate']
BCT Consulting Private Limited  ,Hiring Tibco Developer - Pune- Immediate joiner preferred,"['Tibco BE', 'SQL queries', 'communication', 'Java', 'UNIX', 'OOP', 'Tibco Business', 'SOAP']",3-7 Yrs,['Any Graduate']
MRT Info Technologies Pvt. Ltd  ,Technical Lead,"['Node', 'Node.Js', 'Azure', 'GCP', 'AWS', 'Python']",8-11 Yrs,['Any Graduate']
BCT Consulting Private Limited  ,Hiring MS SQL DBA - Immediate joiners preferred,"['MS SQL DBA', 'AWS', 'IT Skills', 'Cloud', 'DBA', 'MS SQL']",7-10 Yrs,['Any Graduate']
BCT Consulting Private Limited  ,SAP Basis Consultant - Bangalore - Immediate joiner,"['SAP Basis', 'Cloud Engineering', 'IT Skills', 'Cloud', 'SAP', 'performance tuning', 'SAP Basis Administration']",7-10 Yrs,['Any Graduate']
BCT Consulting Private Limited  ,SAP Bods Consultant - Gurgaon - Immediate joiners preferred,"['Data Warehousing', 'debugging', 'SAP Data Services', 'SAP BODS', 'S4HANA', 'BODS', 'SQL', 'SAP']",3-8 Yrs,['Any Graduate']
People Resources   ,Production Manager,"['Product Management', 'Product Strategy', 'Strategic Management', 'Strategic Planning', 'Product Planning']",6-11 Yrs,['MBA/PGDM in Any Specialization']
BVR People Consulting,Finished Goods Planner (SCM) - Pharmaceutical Company (Hosur Road),"['Customer Service', 'Life Cycle', 'Execution', 'supply chain', 'Finished Goods', 'Business Process', 'Production Planning', 'fg planning']",5-8 Yrs,"['Any Graduate', 'Any Postgraduate, Post Graduation Not Required']"
Talent  Corner HR Services Pvt Ltd,Implementation Lead,"['IT Skills', 'Testing', 'Team Management', 'Development Testing', 'Project Estimation', 'Change Control', 'Design Development', 'saas']",6-11 Yrs,['Any Graduate']
HRD House   ,Sr. Brand Manager- International- Africa Cardio Diabeto Gurugram.,"['Cardio', 'product manager', 'diabeto', 'internatinal market']",8-10 Yrs,"['B.Pharma in Any Specialization, B.Sc in Any Specialization']"
Quotient Consultancy,NRI Relationship Manager (Leading Bank),"['nri', 'nre', 'wealth', 'hni', 'Portfolio', 'client acquisition', 'client management', 'nro']",2-7 Yrs,['Any Graduate']
Orcapod Consulting Services Private Limited   ,Fullstack Lead,"['front end', 'Angularjs', 'MySQL', 'Javascript', 'Node.Js', 'React JS', 'NodeJS', 'management']",10-15 Yrs,"['B.Tech/B.E. in Any Specialization', 'MCA in Any Specialization']"
Career Infosystem,AngularJS Developer - HTML/ CSS/ JavaScript,"['AngularJS', 'CSS', 'Git', 'JavaScript', 'HTML', 'CSS3', 'HTML5', 'verbal']",5-8 Yrs,"['B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
OASIS  ,Manager/ Asst. Manager Sales Certification & Training Ser. Mumbai TIC,"['certification & training services', 'Lab', 'sales', 'certification', 'TIC', 'ISO', 'assistant manager', 'CQR']",5-10 Yrs,"['B.Sc in Any Specialization', 'MBA/PGDM in Marketing']"
OASIS  ,Manager/ Asst. Manager Sales Certification & Training Ser. Mumbai TIC,"['certification & training services', 'Lab', 'sales', 'certification', 'TIC', 'ISO', 'assistant manager', 'CQR']",5-10 Yrs,"['B.Sc in Any Specialization', 'MBA/PGDM in Marketing']"
Xpert Conexions   ,ASP.NET DEVELOPER,"['C#', '.Net Core', 'Web Api', 'ASP.Net', 'Communication', 'CI / CD', 'PLSQL', 'Design Patterns']",3-8 Yrs,"['Any Graduate', 'Any Postgraduate', 'Any Doctorate']"
Symphoni HR Private Limited  ,Java Developer-Hyderabad(Hybrid),"['spring boot', 'Java', 'Microservices', 'debugging', 'Junit', 'communications', 'J2EE', 'Web services']",4-9 Yrs,['B.Tech/B.E. in Any Specialization']
CIEL HR Services Pvt Ltd ,Team Lead - Heat Transfers,"['Product Development', 'heat exchangers', 'cooling system', 'design', 'testing', 'Development', 'thermal management', 'fans']",15-15 Yrs,['B.Tech/B.E. in Mechanical']
Xpert Conexions   ,Job | Urgent hiring For .Net developer role (Mumbai),"['Agile', 'CI / CD', 'Object - Oriented Principles', 'PLSQL', 'presentation', 'GIT', 'SVN', 'Web API']",3-6 Yrs,"['Any Graduate', 'Any Postgraduate', 'Any Doctorate']"
Talent  Corner HR Services Pvt Ltd,Marketing Executive - Automobile & Adhesive,"['Social Media', 'Research Analysis', 'Exhibitions', 'Campaigns', 'Brand Awareness', 'Advertising', 'Promotional Events', 'Market Research']",3-8 Yrs,['Any Graduate']
OASIS  ,Golang Developer - Gurgaon,"['Golang', 'c++', 'python', 'automation testing', 'linux kernel', 'IT Skills', 'Testing', 'Javascript']",2-6 Yrs,"['B.Tech/B.E. in Any Specialization', 'MCA in Any Specialization']"
Assort Staffing Services Private Limited.   ,Researcher/ Principal Researcher (Sinter & Pellets) - Jamshedpur,"['Sinter & Pellets', 'R&D', 'Iron Ore', 'Principal Researcher', 'Research And Development', 'Researcher']",4-9 Yrs,['M.Tech in Any Specialization']
OASIS  ,Golang Developer - Gurgaon,"['Golang', 'c++', 'python', 'automation testing', 'linux kernel', 'c', 'team management', 'Gurgaon']",2-6 Yrs,"['B.Tech/B.E. in Any Specialization', 'MCA in Any Specialization']"
OASIS  ,Manager - Tender/ Contracts For Delhi,"['tendering', 'Inspection', 'Tender', 'TIC', 'Contract', 'risk assessment', 'project management', 'invitation to bid']",5-10 Yrs,['Any Graduate']
Talent  Corner HR Services Pvt Ltd,Aggregator- Sales - Mumbai,['Digital Sales'],3-5 Yrs,['Any Graduate']
Athena Consultancy Services  ,E2 - GPON Router,"['c++', 'wifi', 'HTTP', 'gpon', 'developer', 'TCP', 'VOIP SIP', 'LACP']",4-9 Yrs,"['B.Tech/B.E. in Any Specialization', 'MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization']"
CIEL HR Services Pvt Ltd ,Team Lead - Heat Transfer (Cooling Systems) - Compressors - Coimbatore,"['Heat Exchangers', 'Design', 'Cooling Systems', 'OEM', 'Development', 'Quality improvement', 'Cost reduction', 'Regulatory']",12-15 Yrs,"['B.Tech/B.E. in Mechanical', 'M.Tech in Mechanical']"
Harjai Computers Pvt Ltd,Business Development_ Mumbai,"['Engagement', 'product development', 'Business Development', 'Recruitment', 'BD', 'Employee Engament']",1-6 Yrs,['Any Graduate']
The Glove ,Angular developer,"['CSS', 'Javascript', 'HTML', 'Angular', 'NodeJs', 'Unit Testing', 'REST', 'Web Service APIs']",4-8 Yrs,[]
LAYAM MANAGEMENT SOLUTIONS PVT. LTD. ,Urgent requirement For AM/DM in Design Department,"['xc software', 'connectors', 'wiring harness', 'design', 'terminal', '2d drawing', 'insulation']",3-8 Yrs,"['B.Tech/B.E. in Electronics/Telecommunication, Automobile, Electrical']"
HR CENTRAL ,Urgent Hiring -  Technical Lead I - PCB Design - PUNE,"['pcb designing', '+Mentor Graphics Expedition', '+Altium', '+DFM/DFA', '+IPC', '+HDI', 'board design', '+RF Circuit']",9-14 Yrs,"['B.Tech/B.E. in Electronics/Telecommunication, Instrumentation, Electrical', 'M.Tech in Electronics/Telecommunication, Instrumentation, Electrical']"
Talent  Corner HR Services Pvt Ltd,Manager Aggregator Sales-Urgent at Mumbai,"['Relationship Management', 'Digital Sales', 'Food Aggregator', 'New product Development', 'quality compliance', 'Quality']",5-6 Yrs,['MBA/PGDM in Marketing']
Arise Global Services Private Limited,"Senior Spark Engineer_Neustar, Hyderabad","['java', 'SCALA', 'Spark']",5-7 Yrs,"['Any Graduate', 'Any Postgraduate']"
Burgeon It Services Pvt Ltd ,Opening For JAVA Developer Infosys Contract Position,"['spring boot', 'java', 'IT Skills']",5-10 Yrs,['Any Graduate']
HR Services,Unit Head (API Bulk Pharmaceuticals),"['Plant head', 'Unit Head', 'GM', 'Manufacturing', 'Operations']",18-25 Yrs,"['B.Tech/B.E. in Electronics/Telecommunication, Production/Industrial, Mechanical, Chemical, Electrical']"
OASIS  ,QHSE Executive/ AM For Mumbai MNC,"['ISO 9001 2015', 'ISO 17020 2012', 'Qhse', 'TIC', 'hse management system', 'Assistant Manager', 'testing environment', 'Executive']",3-8 Yrs,['Any Graduate']
UnicornHead Online Ventures India Pvt. Ltd.  ,"Marketing Executive @ Mount Litera ZEE School, Wagholi, Pune","['marketing strategy', 'market research', 'brand awareness', 'print media', 'marketing communication']",2-7 Yrs,"['B.B.A/ B.M.S in Management', 'MBA/PGDM in Marketing']"
NMS Consultant ,Purchase Manager,"['New Vendor Development', 'Purchase', 'Packaging Purchase', 'purchase management', 'contract management', 'Negotiation', 'supplier development', 'New Product Development']",7-11 Yrs,['B.Tech/B.E. in Any Specialization']
Talent  Corner HR Services Pvt Ltd,Lead Generation Specialist,"['Lead Generation', 'Research', 'Business Research', 'Channel Development', 'Sales', 'Financial Research', 'Analysis', 'B2B Business Development']",2-4 Yrs,"['Any Graduate', 'Any Postgraduate']"
Talific Consulting Services Pvt. Ltd.  ,Key account Management (c-kam )- Automotive industry- Pune,"['Product Management', 'Pricing Analysis', 'program management', 'Key Account Management', 'Product Strategy']",12-17 Yrs,['B.Tech/B.E. in Any Specialization']
URRI HR INDIA PVT. LTD,ADL Executive - HPLC,"['ADL Executive', 'Adl', 'API', 'HPLC']",5-9 Yrs,"['B.Sc in Chemistry', 'MS/M.Sc(Science) in Chemistry']"
Ideal Placement and Consultants (P) Ltd.,R&D Executive -Choutuppal,"['R&D', 'Chemistry', 'Pharma']",2-7 Yrs,"['B.Sc in Any Specialization', 'MS/M.Sc(Science) in Any Specialization']"
Career Genii Consulting Pvt. Ltd.    ,"Sr. Technician, Women's wear, Design House, 1LPM, Noida","['Pattern Making', 'Garment technician', 'Western wear', 'Product Development', 'Technical manager', 'designer label', 'Surface Ornamentation', 'noida']",8-13 Yrs,['Any Graduate']
URRI HR INDIA PVT. LTD,ADL Executive - GC,"['ADL Executive', 'ADL', 'API', 'GC']",9-12 Yrs,"['B.Sc in Chemistry', 'MS/M.Sc(Science) in Chemistry']"
Manning Consulting ,Medical Writer (Relocation Mandate - Hybrid Model),"['clinical modules', 'investigator brochure', 'CSR narrative', 'Clinical Trials', 'Clinical Study Report']",5-10 Yrs,"['MS/M.Sc(Science) in Bio-Chemistry, M.Pharma in Any Specialization']"
Arise Global Services Private Limited,Data Analyst_Hyderabad,"['hive', 'data analytics', 'data management', 'Digital Marketing', 'hadoop']",3-5 Yrs,"['Any Graduate', 'Any Postgraduate']"
Talent  Corner HR Services Pvt Ltd,Software Developer (Springboot + Angular) - Pune,"['Restful API', 'Springboot', 'Angular', 'Typescript', 'JPA', 'Vue Js']",3-8 Yrs,['B.Tech/B.E. in Computers']
SKILLLABS RESOURCE SERVICES Pvt Ltd,Branch Manager For a leading Bank,"['Branch Management', 'Banking', 'branch manager', 'Current Account']",8-13 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
SKILLLABS RESOURCE SERVICES Pvt Ltd,Branch Manager For a leading Bank,"['Branch Management', 'Banking', 'branch manager', 'Current Account']",8-13 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
URRI HR INDIA PVT. LTD,Manager / Sr. Manager - R&D (Hydraulic Pump),"['Sr. Manager - R&D Hydraulic Pump', 'R&D', 'Manager Sr. Manager - R&D', 'Hydraulic Pump']",12-18 Yrs,['B.Tech/B.E. in Mechanical']
Samvith Technologies,Layouter-Printed Circuit Board Industrial Electronics Job in Bangalore,"['design innovative & optimized products prototype', 'Circuit development', 'PCB design engineer', 'PCB Layout Design', 'Electromagnetic Compatibility EMC', 'layout creation in ECAD Altium Designer', 'Creation of EMC', 'PCB Layouts of Industrial Electronics']",5-8 Yrs,"['B.Tech/B.E. in Electronics/Telecommunication, Instrumentation, Mechanical, Electrical']"
Manger Consultants ,Male-Deputy General Manager/General Manager-Freight Forwarding-Gurgaon,"['Freight Forwarding', 'SEA/AIR/LAND EXIM Port operations', 'Shipping', 'Business Development Management', 'Shipping Line /NVOCC & Air Lines', 'Operations']",15-24 Yrs,['Any Postgraduate']
Tusthi Executive Access & Consultants,Deputy Manager_NPIP,"['NPI', 'NPIP', 'New product introduction', 'New product launch', 'Budget', 'Project Planning', 'Communication']",4-8 Yrs,"['B.Tech/B.E. in Automobile, Mechanical']"
Manek Consulting ,Chief Executive Officer ( Capital Market),"['CEO', 'Capital Market', 'SQL servers', 'Iconic6', 'SBU head', 'dot.net', 'JIRA', 'build sales team']",10-15 Yrs,"['B.Tech/B.E. in Any Specialization', 'MBA/PGDM in Any Specialization, MCA in Any Specialization']"
Seven Consultancy ,"Design/ NPD Engineer_ wiring/ cable harness mfg co_ Ambernath, Thane","['New Product Development', 'Cost Estimation', 'Wiring Harness', 'Harness Design', 'Design Prototyping', 'Product Design Development', 'CATIA', 'Bom']",3-8 Yrs,['B.Tech/B.E. in Electrical']
SKILLLABS RESOURCE SERVICES Pvt Ltd,Branch Manager For a leading Bank,"['Branch Management', 'Banking', 'branch manager', 'Current Account']",8-13 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
ELITE PLACEMENT AND SERVICE ,"Deputy Manager- Quality (Injection molding, plastic industry)","['quality control', 'Quality Engineering', 'quality tools', 'new product development']",10-15 Yrs,"['M.Tech in Plastics, PG Diploma']"
SUPER MANAGEMENT CONSULTANTS ,Deputy Manager - New Product Control,"['NPD', 'new product control', 'New Product Development', 'Project Management', 'production engineering']",8-13 Yrs,['B.Tech/B.E. in Any Specialization']
Corporate Destination ,Asst.Manager - Product Management  -  Gurgaon,"['Product Management', 'Costing', 'MS POWER POINT', 'MS EXCEL', 'Market Research', 'Product Development', 'Corporate Planning', 'Customer Visits']",5-7 Yrs,"['B.Tech/B.E. in Mechanical', 'MBA/PGDM in Marketing']"
Sushreedevi Mohanty  ,Product Manager,"['Product Strategy', 'NPD', 'New Product Development', 'SCM']",5-10 Yrs,['B.Tech/B.E. in Any Specialization']
Jobaaj,Freelance- Product Manager Trainer,"['Product Development', 'Product Design', 'end to end product']",4-8 Yrs,"['Any Graduate', 'Any Postgraduate']"
Hiring Street  ,Digital Product Manager,"['Product Development', 'product manager', 'internet banking', 'Product Strategy', 'product enhancement', 'Roadmap', 'payment', 'bbps']",7-12 Yrs,['MBA/PGDM in Any Specialization']
B2N Management Consulting (P) Ltd ,Product / Brand Manager - Textiles,"['Apparel Merchandising', 'Product Marketing', 'NIFT', 'Consumer Insights', 'Brand Strategy', 'kochi']",5-8 Yrs,['MBA/PGDM in Marketing']
Hiring Street  ,Credit Cards-Product Head_Kolkata,"['Credit Cards', 'Product Development', 'Product Management', 'Product Design', 'product launch']",15-24 Yrs,['Any Graduate']
SUPER MANAGEMENT CONSULTANTS ,Deputy Manager - Product Design (Automotive Switch ),"['switch', 'Design', 'Prototype', 'manager design', 'Product Design', 'CAE', 'Automotive switch', 'design & development']",7-11 Yrs,['B.Tech/B.E. in Any Specialization']
SUPER MANAGEMENT CONSULTANTS ,Deputy Manager - New Product Control,"['new product control', 'New Product Development', 'Project Management', 'Program Management', 'NPD', 'program manager', 'Project Manager', 'Project Planning']",8-13 Yrs,['B.Tech/B.E. in Any Specialization']
SUPER MANAGEMENT CONSULTANTS ,Deputy Manager - Product Design (Automotive Switch ),"['Product Design', 'switch', 'Prototype', 'manager design', 'CAE', 'Automotive switch', 'design & development', 'switch design']",7-11 Yrs,['B.Tech/B.E. in Any Specialization']
SUPER MANAGEMENT CONSULTANTS ,Sr Executive - Product design,"['CREO', 'product design & development', 'pro e', 'DFMEA', 'Auto Ancillary', 'Automobile Components', 'design & development', 'PPAP']",2-5 Yrs,['B.Tech/B.E. in Any Specialization']
Jobaaj ,Hiring Product Manager - Travel and Expense,"['Product Strategy', 'product manager', 'Product Development', 'Product Life Cycle Management', 'Product Design', 'Product Roadmap', 'business analyst', 'Solution Management']",3-7 Yrs,"['Any Graduate', 'Any Postgraduate']"
PROVISION CONSULTING ,Product Marketing  _Delhi NCR,"['product manager', 'Product Marketing', 'Product Development', 'Product Strategy', 'BD', 'Product Management', 'boq', 'Presales']",4-9 Yrs,['Any Graduate']
Brainsearch Consulting Pvt Ltd  ,VP / Head of Product Design - K-12 @ EdTech Company @ Hyderabad,"['Product Strategy', 'Product design', 'Product Development', 'data modeling', 'data structures', 'k-12 product development', 'release management', 'Product Roadmap']",12-19 Yrs,"['B.Tech/B.E. in Any Specialization', 'M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
Corporate Stalwarts  ,Technical Product Manager,"['Product Development', 'API Integrations', 'product  management', 'Confluence', 'testing', 'web development', 'Marktech', 'Jira']",3-8 Yrs,"['B.Tech/B.E. in Any Specialization', 'MCA in Any Specialization']"
Bhartia Management Consultancy ,Technical Lead - Electronics product design @ Hosur,"['BOM', 'Automotive Electronics', 'Hardware Design', 'Product Design', 'Design', 'PCB Designing', 'Electronic Product design']",6-10 Yrs,"['B.Tech/B.E. in Electronics/Telecommunication, Electrical']"
PIONEER MANAGEMENT CONSULTANTS ,Product Manager ( Gyna Segment & IVF) ( Marketing),"['marketing', 'mktg', 'sale', 'product', 'product manager', 'product mgr', 'business development', 'sales']",7-12 Yrs,"['Any Graduate', 'Any Postgraduate']"
LNS Global  ,Product Owner Analytics - Petrochem MNC,"['Data Anlalytics', 'Digital Product Development', 'SAP']",8-10 Yrs,['B.Tech/B.E. in Any Specialization']
Aptita Consulting Partners   ,Product Marketing-Medical Devices - Mumbai,"['Product Marketing', 'Product Costing', 'Medical Devices', 'Budgeting', 'Demonstration']",1-3 Yrs,"['B.Pharma in Any Specialization', 'M.Pharma in Any Specialization']"
Hiring Street  ,Debit Cards-Product Head_Kolkata,"['Debit Card', 'Product Development', 'Product Management', 'Product Design', 'product launch']",15-24 Yrs,['Any Graduate']
PIER HR SERVICES ,Protein Science,"['Protein purification', 'FPLC', 'purification', 'AKTA', 'biophysical characterization', 'protein expression']",8-12 Yrs,['Any Graduate']
PIER HR SERVICES ,Lead Investigator- Oncology,"['Hemeoncology', 'Hematology', 'hematologocal', 'tumor', 'heme-oncology', 'cancer', 'immuno-oncology', 'Myeloma']",10-20 Yrs,"['Medical-MS/MD in Any Specialization', 'Ph.D/Doctorate in Any Specialization']"
E2E Consultants    ,Urgently Hiring For Manager- Medical Writing at Pune,"['Clinical Research', 'Medical Writing', 'CSR Writing', 'CRO', 'Protocol Writing', 'Clinical Data Management', 'Scientific Writing']",4-7 Yrs,"['MBBS in Any Specialization, B.Pharma in Pharmacy', 'MS/M.Sc(Science) in Biotechnology, Microbiology, M.Pharma in Pharmacy']"
PURECHASE INDIA   ,Formulation Manager - Water Treatment Chemicals - Vadodra,"['Formulation Development', 'Water Treatment Chemical', 'Formulation Manager', 'Water Treatment', 'Chemicals', 'Trichloroisocyanuric Aci', 'Chlorine', 'Hydrogen Peroxide']",7-12 Yrs,"['B.Sc in Chemistry, B.Tech/B.E. in Chemical', 'MS/M.Sc(Science) in Chemistry, M.Tech in Chemical']"
SUPER MANAGEMENT CONSULTANTS ,Asstt. Manager - HMI Developer For instrument cluster,"['embedded firmware', 'Microcontroller', 'HMI Developer', 'embedded design', 'Embedded C', 'CAN LIN', '32 Bit Microcontrollers', 'embedded software']",3-7 Yrs,['B.Tech/B.E. in Electronics/Telecommunication']
PIER HR SERVICES ,Sr.Officer- Formulation (PersonalCare),"['personal care', 'Formulation', 'shampoo', 'NPD', 'skin care', 'hair care', 'hair oil', 'cosmetics']",3-8 Yrs,['Any Graduate']
BHAGAT HR SERVICES ,Embedded Firmware Developer - EV Automotive Industry.,"['Linux', 'Microcontroller', 'Embedded Firmware Developer', 'UART', 'Device driver development', 'MODBUS', 'RTOS', 'ethernet']",1-3 Yrs,['B.Tech/B.E. in Electronics/Telecommunication']
SUPER MANAGEMENT CONSULTANTS ,Assistant Manager Project Management,"['Line Balancing', 'Industrial Engineering', 'Vda', 'New Product Development', 'vda pfmea', 'PPAP Documentation', 'control plan', 'PFMEA']",3-6 Yrs,['B.Tech/B.E. in Any Specialization']
SUPER MANAGEMENT CONSULTANTS ,Deputy Manager - Design of Rotating Equipment For an German MNC,"['FE Analysis', 'Rotating Equipments', 'MOTOR', 'Design Engineering', '3D Modeling', '3D CAD', 'Solid Edge', 'SAP']",4-8 Yrs,['B.Tech/B.E. in Mechanical']
SUPER MANAGEMENT CONSULTANTS ,Assistant Manager Project Management,"['Line Balancing', 'Industrial Engineering', 'Vda', 'New Product Development', 'vda pfmea', 'PPAP Documentation', 'control plan', 'PFMEA']",3-6 Yrs,['B.Tech/B.E. in Any Specialization']
SUPER MANAGEMENT CONSULTANTS ,Deputy Manager - Design of Rotating Equipment For an German MNC,"['FE Analysis', 'Rotating Equipments', 'MOTOR', 'Design Engineering', '3D Modeling', '3D CAD', 'Solid Edge', 'SAP']",4-8 Yrs,['B.Tech/B.E. in Mechanical']
SUPER MANAGEMENT CONSULTANTS ,NPD Manager,"['Product Development', 'Component Development', 'New Product Development', 'Tool Development', 'pfs costing', 'ECN', 'Project Management', 'Vendor Development']",15-20 Yrs,['B.Tech/B.E. in Any Specialization']
SUPER MANAGEMENT CONSULTANTS ,Dy. Manager - Hardware Design ( Power Electronics),"['embedded design', 'embedded firmware', 'Embedded C', 'electronics hardware', 'Microcontroller', 'CAN LIN', '32 Bit Microcontrollers', 'Electronics']",7-12 Yrs,['B.Tech/B.E. in Electronics/Telecommunication']
EFFECTIVE MANAGEMENT CONSULTANTS (PROPRIETOR GAJANAN YASHWANT PARAB),Design Manager,"['AutoCAD', 'design', 'Bill of material', 'combustion', 'skid', 'product development', 'Autodesk', 'control']",10-20 Yrs,['Any Graduate']
WILLPOWER CONSULTANTS  ,Sales Executive,"['Loan sales', 'Agent recruitment', 'insurance sales', 'GI sales', 'General insurance sales', 'education sales', 'Automobile', 'agency channel']",3-8 Yrs,['Any Graduate']
INNOVATION CONSULTING SERVICES  ,Embedded Developer,"['Linux', 'IAR', 'C', 'communication', 'OPC', 'agile', 'Embedded C']",2-7 Yrs,['Any Graduate']
Ankleshwar Employment Services ,Assistant Process Chemist,"['Scale Up', 'RMS', 'Pilot Plant', 'Research Analysis', 'Startup']",3-8 Yrs,"['MS/M.Sc(Science) in Organic Chemistry, Chemistry']"
